###############################################################################
# pdi.txt
# This file was auto-generated by cryptotvgen v1.1.0
###############################################################################
# Parameter:
#
# add_partial            - False
# aead                   - pyjamask128aeadv1
# block_size             - 128
# block_size_msg_digest  - None
# cc_hls                 - False
# cc_pad_ad              - 0
# cc_pad_d               - 0
# cc_pad_enable          - False
# cc_pad_style           - 1
# ciph_exp               - False
# ciph_exp_noext         - False
# gen_custom_mode        - 0
# hash                   - None
# io (W,SW)              - (32, 32)
# key_size               - 128
# max_ad                 - 128
# max_block_per_sgmt     - 9999
# max_d                  - 128
# max_io_per_line        - 9999
# message_digest_size    - 64
# min_ad                 - 0
# min_d                  - 0
# msg_format             - ('npub', 'ad', 'data', 'tag')
# npub_size              - 96
# nsec_size              - 0
# offline                - False
# tag_size               - 128
###############################################################################

#### Authenticated Encryption
#### MsgID=  1, KeyID=  1 Ad Size =  114, Pt Size =  125
# Instruction: Opcode=Activate Key
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = D63912E94D11778356FA451C57D0084D

#### Authenticated Encryption
#### MsgID= 57, KeyID= 33 Ad Size =   10, Pt Size =   36
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = E555396D9D04623CA0BC28B6
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=10 bytes
HDR = 1200000A
DAT = 75C39696240F6DFCE46F0000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=36 bytes
HDR = 47000024
DAT = 9CEFBDE20CAACA98528D44EE7703B8869E39D31F68E81A86A54F3C5AF07700D14D087F73

#### Authenticated Decryption
#### MsgID= 58, KeyID= 34 Ad Size =  126, Ct Size =  125
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8FE2A6D4E9602228A4A5042F
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=126 bytes
HDR = 1200007E
DAT = C3D77F8B306E4C3C7D43F8CD41E3DE54712F7D1C7BA3BE25A9E917C174C9A8B9BA3788E700C45EFB108E1B7333D765748B24DBC4AA5C5FDACFA63690084B179B8B0F6F6623A375DADBFE15C29FEFD15B7F87CE6C6B024F6465D71948C80DBDE50607CFDBE9967DD192072FF5BD391CB79E5BF1777D37C587EF679AFD17020000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=125 bytes
HDR = 5600007D
DAT = D70A710321471B6FB04E111E50EAAD80A165DC729162D254D5012A77377111D8CE931EC5F2481EC6671FA6DB06B89394EEC4E077877FA028A2F4AAC599137821F888E2C4B11AC8DCA31F740FD000D76FDD44316B85D460E110188E60A22F6D00426EE59AF768F27E2BCAD8BE8F6A1BC632BCFDFD8AAFFD7BDDADE629C1000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = D3037F67E092CC61A2929989207767C9

#### Authenticated Decryption
#### MsgID= 59, KeyID= 35 Ad Size =   64, Ct Size =   30
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = A24B03BEEFA642B52D8762B1
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=64 bytes
HDR = 12000040
DAT = 0304C4F11432C15B351D346E6F15C0476AD02A817759F7F425F066C9C46D083F2BB4A0DE9C38B3D1FF212C09E5FA659E191D8F9084B8B4D8CD0D04E1881DBABA
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=30 bytes
HDR = 5600001E
DAT = D1D3C713916E04FA6DB5BD049025D1A4533A1BF240C059C4072A067CF0A80000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 186454D9E5033DDEE6430C13A8F70F69

#### Authenticated Encryption
#### MsgID= 60, KeyID= 35 Ad Size =  112, Pt Size =   29
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = A34E266BFEDC92331BFDAE23
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=112 bytes
HDR = 12000070
DAT = 1E5E0F722FBA6BF5153BFA31AEB4248F800E4FE9E7EA9577B52BB68C5615A8CF4FB5B74297F556F6D2CB8F07FC0F3B7647A01C801D7AB2E05DFE5068179A41994FC434083AB32CB8CCA6465A523F7886D3FFE93BB0F300D0C060A57188D22D9490B6E70F01FB14DD5ADAC9D04171288A
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=29 bytes
HDR = 4700001D
DAT = 3B1302AD8D21F4713B6AC24C436FC81C8226FC6DF407B54F0A1419B84C000000

#### Authenticated Decryption
#### MsgID= 61, KeyID= 36 Ad Size =   77, Ct Size =  121
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = EE94BD04B87FA23BE8156F1E
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=77 bytes
HDR = 1200004D
DAT = 3BA9D22A7B3420DAEC23278D698A9D4BEE26061BAFE71ACDB9183420CEE4C367670461E96BBC6536153005C88A78183C52C55A0154D9294E97FB338C2F069F48C9ED07924FF2FDCCE7611CEAF7000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=121 bytes
HDR = 56000079
DAT = 4DA7D4D5741DD66704A397D321B810CDE51FB4474090C74B3F5C02FD6D7FC6DDB6FA200599613ACC81E93AE89D73BC725F3124D438F9983ACEE64B7C193F4D584755509A7987115460AE53B5B12A33E26ED0D2603A91316CA11312C64ED71ECD7C471804F6E7C5C11A4E24215C537BC1F696487CF1483A1460000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = C380712AB928DB0F1474CA227B45D783

#### Authenticated Encryption
#### MsgID= 62, KeyID= 36 Ad Size =   53, Pt Size =   19
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 0F68A2F708031B4035EB24FD
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=53 bytes
HDR = 12000035
DAT = CB5902F11A384A6BC48DD1813718A9042DBDFB66A34BF691647A5D607B30BC52AA896098C82DE379DED3756D11291B57B768A4B95E000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=19 bytes
HDR = 47000013
DAT = EB732F2EAC69B03FF2C11ABCEAF0724B2F842200

#### Authenticated Encryption
#### MsgID= 63, KeyID= 36 Ad Size =   73, Pt Size =   17
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = C08931C18A141FCB0FEB272D
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=73 bytes
HDR = 12000049
DAT = 2BC3693163EE9B386F8EDB10AD9310269DD4B4231D5B01CA634746D16FBC7E6A5B55654D497C257C859EBAF2C9369D046F9DB1E36942EBB12320834AE2D6451176C3545C21E305FDF3000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=17 bytes
HDR = 47000011
DAT = 9465CDB337889E3B53A0023CA5A3FD8EAA000000

#### Authenticated Encryption
#### MsgID= 64, KeyID= 37 Ad Size =   40, Pt Size =    6
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 762847B79F2E51EA913BBAC1
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=40 bytes
HDR = 12000028
DAT = E157D4717D12DA6CB36671806E23BD9317AD9291E96F01E1AFE4873BD7C01DD9F0503D3E2D791245
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=6 bytes
HDR = 47000006
DAT = 4F4FF5E06BDE0000

#### Authenticated Encryption
#### MsgID= 65, KeyID= 37 Ad Size =   65, Pt Size =    4
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 5AC82AA587BD6247A1B231A6
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=65 bytes
HDR = 12000041
DAT = 4E290191F3F2CCD7BFB09E81089A370A7145DEE4AC520DBE49D00C929F969E17619EDEB14D70F32126DDDECE7FE24BB639D9380EED8AE9B6E31E17BD4B66871A98000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=4 bytes
HDR = 47000004
DAT = A5BD7AFB

#### Authenticated Encryption
#### MsgID= 66, KeyID= 37 Ad Size =  123, Pt Size =   91
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = DA4E329C94F205EAC4782D68
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=123 bytes
HDR = 1200007B
DAT = 758C0F7C8CAE850F64BC3B63738F9295B7F1A22EF55BFEA73960F916195697CE87D789C09815124DF4EA169AC3935ACDA710A329681414CA71A845B38887EBDA1BF424B01C4595128CCBACC4BA257E317EF0E19400FBC4F356E5881323B403EE02D8B6BEB24D1B9EB9C9C9114E367235C4FED830685A1AB9BAAAE000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=91 bytes
HDR = 4700005B
DAT = 4DFAE76FB8471117D8E3C5D36BF0D112C68480B8525CADD823800720F5CACECA1E9251306CAB46B6CBF5A5FFF11645D373EDFCD0AD8BAD09A96BE705C9983256770124FE4E84F84D8E4D4CBDD54701FF5C1973AF8AD3A7AFD1441500

#### Authenticated Encryption
#### MsgID= 67, KeyID= 37 Ad Size =   88, Pt Size =   19
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 080C54A59B8F6CF3FA3A9B63
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=88 bytes
HDR = 12000058
DAT = A1539383B7648E12DF545B3C61D3EC28760CFC6374B491C628996EB0351EF126260F7D3D672F7A1B2784FEB1E4AF00D8B84B2BEBEEA76A3A48E6465594EF73763A6746D452FC3199BBC73C0E92F63F57DC2832F1F734FEB8
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=19 bytes
HDR = 47000013
DAT = 617ED03BC69CFFCB6E6A1204F293537DC6A0CB00

#### Authenticated Encryption
#### MsgID= 68, KeyID= 38 Ad Size =  119, Pt Size =   77
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = E55A1540C93D4F2199000136
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=119 bytes
HDR = 12000077
DAT = A796943F3303E9B57E83ECD85DB5CE92F77BD5044D1D5DA2F74C719C626E9A286DFC9E9904D925E392576FD5BE15332AD44B2C6DF29C54DE7F736D2C4A45C756C889920EADA56205231BD37252DD089D7656F002D14EEA79C8443A12D3A063A2D7A28795DA3E6853E2EFE48D1C824D69C4C444CD1BC7F200
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=77 bytes
HDR = 4700004D
DAT = E8F296AAF0E9D3D2F42EE7DE57F33EFEE3ABECE5D55BF474D38D6CEDEEF6D83FF14C19BE5F08E2CD2264E33092D451F6F181D50B26D8B01DC48C7B2760232A4A4185163BADC36403D1CB195323000000

#### Authenticated Encryption
#### MsgID= 69, KeyID= 39 Ad Size =   65, Pt Size =  104
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 0B7F3FEC21EBCDEB890D294B
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=65 bytes
HDR = 12000041
DAT = BA29CBA214E6D825E921003E46F5DE020C7020CE6B6B6B14B5ED36BEE412CC58BDA8EA0657230B83A0C133F87B32B0CACAEA59060E056706D5658DAFBFCA0AFD66000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=104 bytes
HDR = 47000068
DAT = BE5547440A456D570A11FDE80EBD7272FA362368C6AC1806CEB31DEB0C2D70AF6CFE5B2621B3F6D76BCA2BF8FA05B33075CF6E06807DF6CCC77E87EEA01FA9640A441EAAE44E0B722B9742267C170014930C869C4DB7757F7C26812621D9F5E0217F1A21A8EEA7E3

#### Authenticated Decryption
#### MsgID= 70, KeyID= 40 Ad Size =  121, Ct Size =   54
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 5EFF106ABABB6CD93A95725A
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=121 bytes
HDR = 12000079
DAT = B40FC620DCD5CA0E16D04BB8C56BC471C72318C12ABE1248C6BA1CBF8FC580711A12CC6923737F0BBEAFD9D60FA2B444E85F162D8AEB80C5666ACD14F49DE14D31F8600487A12CFE71C859C51C86C9D13699CBF8B2F4D40295DD565612E46B0930B848CA89CE41C1ED4C9CF806F3A5A0B34A108D6673A0EA82000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=54 bytes
HDR = 56000036
DAT = E346DE92793CDBB8A19F253E2712B033149877774C9614F9A0FB832AD433465E4AE31644524212EF55AE2F978CAED2D3ECB066753B480000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = F2A17CB4C3AFC571FE41BE0DCAD1954A

#### Authenticated Encryption
#### MsgID= 71, KeyID= 41 Ad Size =  105, Pt Size =   60
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = F574CBA6776958EAA535D2AB
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=105 bytes
HDR = 12000069
DAT = F76A9614FF673E0C23EC4E5845C39AACB49002630552F894E01BB5AFA848D18372A1E2B4AEA0FE39221B0ACAF5EB8C3185E25A3F02BE202727181323FBE4945FE81A51F546C64DAF2B4DEC049AB8B44BF7AA5CFD18FBFF2D50C02843CBDF33227EA02CDF2929D117FB000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=60 bytes
HDR = 4700003C
DAT = 39993596EC068CD5DFB1C06EB9FADE11A103B8526866B235BF670295999BD8A93DE8929D3322475321CA490D39347A2ACD7C3D7B8EF2311714500365

#### Authenticated Encryption
#### MsgID= 72, KeyID= 41 Ad Size =   25, Pt Size =    1
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8880E3B548E39EDC7998B701
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=25 bytes
HDR = 12000019
DAT = 8947AD062A94734E49E9BFEBD4E0FD426F884E9F9B95FBE102000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=1 bytes
HDR = 47000001
DAT = 7F000000

#### Authenticated Encryption
#### MsgID= 73, KeyID= 41 Ad Size =   39, Pt Size =  108
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 2BC01441ECDCA84FE225760B
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=39 bytes
HDR = 12000027
DAT = 2BEEC065E04A20F798800FF3B703AD274982D022B318DE785B1255028EDAAF48DB678FB95BBAFE00
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=108 bytes
HDR = 4700006C
DAT = 315AE9CCE0FD70890A38CACA8FC332294618557012AE86138BA54312AC14C398BCCA47D426E37817C060DA9BE47318425FDA1CF676F951BDCBCEE47EB877215425B7C5A398D740F2B827AAABB2098B2CF8439A64B4089E86FEA2F0F93B0ABA1C6C34E4258955A35BD47F6F93

#### Authenticated Decryption
#### MsgID= 74, KeyID= 42 Ad Size =  116, Ct Size =   51
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 464314625B383AEBC0B1EFB6
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=116 bytes
HDR = 12000074
DAT = 546C34C2752B557FE2A0BAE9FC4ABA6E6EAA0A9A8B3F500CFE279F6C9FCEB4E9135206E1D13CA8ED05AA932295774F7C6E442F7E8D452878E2C533AB871E509AD8F759C9E57D7C3F3D32A88F87D2FAE3C0A940ED88C8C0E1A78B72F47EC8AFB6899168E283A686D6F62CB8E43A1B09B037CDFBA0
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=51 bytes
HDR = 56000033
DAT = 87CAC81DB379CFFA6C0328E2A48A7C1641860A4E8FC3CCD8281945CA3DAFC30411C6A05AEA9F23809932B219B397E92799D52000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 151D1525CB65D49EA2333C7F5B9086D7

#### Authenticated Decryption
#### MsgID= 75, KeyID= 42 Ad Size =   94, Ct Size =   64
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 2DDEED20048CBF66824B10AF
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=94 bytes
HDR = 1200005E
DAT = 5AFA803C882D6F835AC1B27A8D0F1ECC9B65CCC3AD12C52BD269F41B4AFB6D9450E004D10F6AA2CACC28906F0776DD46D582C498D49F39D33BD4CABBE66F65D06AF67B638084AB3ACB7E5C891D2C8D849951C66495F959436E7F81665E570000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=64 bytes
HDR = 56000040
DAT = 827313E2C6392F55BD3F6075F85B33BF7D681C30DBFDDA47D64FE658E3610F912C4BF5E1A4FF352280B580F5CD4746D57DC73929BA5A87DCF50526EE76284DB2
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = F72545DA564BEB6AD3799A4EF5D89D04

#### Authenticated Decryption
#### MsgID= 76, KeyID= 43 Ad Size =  123, Ct Size =   41
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = E2ADCE2D0BC42EB139E22C3F
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=123 bytes
HDR = 1200007B
DAT = 89CAE76FAB4BFED1C5E327F182D0142A95B383616EB1C7391CCA04B196359E87CF935905F8EE310E3417AFC1A624351A0B0C92076E489F449182E861B7355905E8E042F3B7E601C6DA150E8B922F42340737FCBE46A35A38D3F35221AC39C9F8372BD72CA10C967D037416DE2DD6344DF2BA8B9FC9E0E7A3723C5F00
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=41 bytes
HDR = 56000029
DAT = 86110922A75B60FC5960A51D33D15385237EBA438B8166688CDC46362EE06E24A9D52DF9C1F975C51E000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 37B806DAEB6214622896E00CCB1A89DD

#### Authenticated Decryption
#### MsgID= 77, KeyID= 44 Ad Size =  103, Ct Size =   24
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 57FA9012D8C32AADE4BE54F5
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=103 bytes
HDR = 12000067
DAT = 1DB0816DF412757BFDAE050F35AFD1493800592FF939626E474317095CCC599AF2E6A518B1D8EC20D9D6355C2C7F41CD22D5092B873CC55671A97B8B8764B4A33B1A7540C1A8E53D5042A6764CBB17E1F95B6F65D2DC51D041DDCCDCF73C9535192CDC6711CE9500
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=24 bytes
HDR = 56000018
DAT = 56FCC39DFA3C96579B2EA44905823F1C18FC0AF32B384777
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = E8C914C97F4FD28352641D72D3B1F0CD

#### Authenticated Decryption
#### MsgID= 78, KeyID= 45 Ad Size =  111, Ct Size =   95
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = FBB7E2B90C4C7B7CFE370F94
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=111 bytes
HDR = 1200006F
DAT = 77C2214B5F5112E2B4FFE52148B3D229492D5FC3655E25C6DDC7D6EAAC9861DE5B5B571153E5289B95B84E4400FAF3463BAA871572026E7E718643480C8EB29CBB3BF591A5AABC1BD1207AC1E5A86914C09A6AEBF39B5DE76C490840DD04D882BDB534093962C5604BDEA4FD4D9E6000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=95 bytes
HDR = 5600005F
DAT = 79122DD4208D0B20C05B036E01AB9D09E4FCBC08ECE532093F2A6532FFC5ED151455458F4FED93F8A11CF62E5E82A9B45E30A69D9066B55BB8DFB6EC3828F2F6CE05F8A6675079249B89D968E1081850F95102FD3D0C00BA90AFBF3EF6531E00
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 6A2F5EFBD484171388E712588F17D161

#### Authenticated Encryption
#### MsgID= 79, KeyID= 45 Ad Size =   60, Pt Size =   31
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 3C3F095817C6E40502A0889A
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=60 bytes
HDR = 1200003C
DAT = 9A3CDCF1598B421D982AA5294AA37A1ED9D6B2134F3182E3F50FD4E002826683369DDE3DA6AFCF410099C716B306BB688E024D91DE610AA9FA6BB851
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=31 bytes
HDR = 4700001F
DAT = 192FB6467D940E9A8328F7E9A12F07B93A0676B9A74D7F274CD883E7D0AA0D00

#### Authenticated Encryption
#### MsgID= 80, KeyID= 46 Ad Size =   23, Pt Size =   75
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = B7B03A3153EFCE72400C6607
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=23 bytes
HDR = 12000017
DAT = BDF8DAB1747A0C018338F60EC1DBD74B1C896893C2090A00
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=75 bytes
HDR = 4700004B
DAT = A63EB99E9A1ED2FA2849CCB9600CF1AC3D177787AF466A2C7FEF30D552B0BE922DA3D6B474916026A6A9FEE03472F7075CBBE6635028B99AD8E8EC2034D1ACD899F9E7A5F11140CBB24B8500

#### Authenticated Decryption
#### MsgID= 81, KeyID= 47 Ad Size =   95, Ct Size =   72
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = EDE4A9EAA6BFC1A3491B159C
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=95 bytes
HDR = 1200005F
DAT = 6B25B4299B099BC017E7CAD44A66B7F1F7F075EC1E924F20DD9499AF5C24BF064968681D17C51D55604285C8CFE9216130AC8E0EB5358E231CA01F5BAD33CE90F040C91AE200AA0EE550291494253B7F5D691398D58C2FC41680C16837EF7300
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=72 bytes
HDR = 56000048
DAT = DA5959F916199BCB6B4F075A74A696AFCDD06D9CCF8BC0C07B703B8949F6EF74FE4C6F2BF67AA685BB61D100B5252F752D4E7F4DC78A836A8A3D5559A406D0E3B1633C843A62FAEC
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = CB7FAAA911BA4033CE869E37F0860F0F

#### Authenticated Decryption
#### MsgID= 82, KeyID= 47 Ad Size =  110, Ct Size =   29
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 9CB161C5487CA805C20EC5E6
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=110 bytes
HDR = 1200006E
DAT = 01FCF431863F49AD0F9F0427AF008FFC19DAF27EBFAE4482F707A4AA61CA8988AD32FEB6C68E41834E0307E74A19BB9182B6E0EF11E14DBC3D2479DEC7C1C31231A743A307F03100FBC2CDCE01A900FA8A9D215F2226AE1E760E6BACAF85291BF8B0B94BE6367EF19FFE201C7AC20000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=29 bytes
HDR = 5600001D
DAT = E746E52AE5DA3B097A06F5A00F07829D482425A944DF6DA52D323BD529000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 90C048E9499127D5FE2EB00DFDF7C9D1

#### Authenticated Encryption
#### MsgID= 83, KeyID= 48 Ad Size =   85, Pt Size =   80
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 46953C1C5ED09B108C6CF4ED
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=85 bytes
HDR = 12000055
DAT = F3D4F89E97A2E712D00666B7D676B2AD22685EB4376775919D84F5B4D74F1F2BA5EB9C724915623D9F64206C9B989CEA20D540CCCB5F935C9DE4417FF99CEC1DE9FC1BF4D4804015CE049DBEABA2F7EE8B9D64E9F7000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=80 bytes
HDR = 47000050
DAT = 7C2C11AF631D9E05A54306F940F83BC9F0DA74FCDDFA598A7EF09D0BFFD1BE50AA3AFCEC578439795510D54EEF3EC9A0D343CDE30C00C7B089EEC738C6AF201E23754A1118AC704609CD1A744E19B09D

#### Authenticated Encryption
#### MsgID= 84, KeyID= 49 Ad Size =   60, Pt Size =   85
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = F486053C82518E00765BAE14
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=60 bytes
HDR = 1200003C
DAT = BF2BD6DE04C8087FAA8BB6D4D85A1CD20B566923C29BFD933FC8ADF8000A1B9C0E457A669DFA2A89CA5B55EF4395BB72DCC33775379AE8C18CD55934
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=85 bytes
HDR = 47000055
